Game,Datetime,Market,Event/Person/Team,Odds,Update timestamp
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 6-10,4.6,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 11-15,9.4,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 11-15,7.8,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 16-20,14,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 16-20,11,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 21-25,28,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 21-25,20,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 26+,40,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 26+,26,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Magnolia Hotshots,2.15,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Barangay Ginebra,1.7,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots -1.5,2.25,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra +1.5,1.65,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +1.5,2,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -1.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +2.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -2.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +3.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -3.5,2.05,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +4.5,1.7,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -4.5,2.2,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Over 87.5,2.05,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Under 87.5,1.75,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Over 85.5,1.75,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Under 85.5,2.05,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Over 86.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Under 86.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Over 83.5,1.7,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Under 83.5,2.15,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Over 84.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Under 84.5,1.95,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Over 85.5,1.95,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Under 85.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 170.5,1.75,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 170.5,2.1,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 171.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 171.5,2,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 172.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 172.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 173.5,2,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 173.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 174.5,2.1,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 174.5,1.75,19/06/2022 18:49
